x	y	V_num	V_ana	error_abs	error_rel
0.84	0.04	1.034	1.034	6.851e-06	6.625e-06
0.86	0.04	1.035	1.035	7.007e-06	6.77e-06
0.88	0.04	1.036	1.036	7.162e-06	6.914e-06
0.9	0.04	1.037	1.037	7.315e-06	7.056e-06
0.92	0.04	1.037	1.037	7.467e-06	7.197e-06
0.94	0.04	1.038	1.038	7.617e-06	7.336e-06
0.96	0.04	1.039	1.039	7.765e-06	7.472e-06
0.98	0.04	1.04	1.04	7.911e-06	7.607e-06
1	0.04	1.041	1.041	8.055e-06	7.739e-06
1.02	0.04	1.042	1.042	8.196e-06	7.868e-06
1.04	0.04	1.042	1.042	8.334e-06	7.994e-06
1.06	0.04	1.043	1.043	8.469e-06	8.118e-06
1.08	0.04	1.044	1.044	8.601e-06	8.238e-06
1.1	0.04	1.045	1.045	8.73e-06	8.354e-06
1.12	0.04	1.046	1.046	8.855e-06	8.467e-06
1.14	0.04	1.047	1.047	8.975e-06	8.575e-06
1.16	0.04	1.048	1.047	9.091e-06	8.679e-06
1.18	0.04	1.048	1.048	9.202e-06	8.778e-06
1.2	0.04	1.049	1.049	9.308e-06	8.872e-06
1.22	0.04	1.05	1.05	9.408e-06	8.96e-06
1.24	0.04	1.051	1.051	9.502e-06	9.043e-06
1.26	0.04	1.052	1.052	9.59e-06	9.119e-06
1.28	0.04	1.053	1.053	9.671e-06	9.188e-06
1.3	0.04	1.053	1.053	9.744e-06	9.251e-06
1.32	0.04	1.054	1.054	9.81e-06	9.305e-06
1.34	0.04	1.055	1.055	9.867e-06	9.352e-06
1.36	0.04	1.056	1.056	9.915e-06	9.39e-06
1.38	0.04	1.057	1.057	9.954e-06	9.419e-06
1.4	0.04	1.058	1.058	9.982e-06	9.438e-06
1.42	0.04	1.058	1.058	9.999e-06	9.447e-06
1.44	0.04	1.059	1.059	1e-05	9.445e-06
1.46	0.04	1.06	1.06	9.998e-06	9.431e-06
1.48	0.04	1.061	1.061	9.979e-06	9.405e-06
1.5	0.04	1.062	1.062	9.946e-06	9.366e-06
1.52	0.04	1.063	1.063	9.897e-06	9.314e-06
1.54	0.04	1.064	1.064	9.834e-06	9.246e-06
1.56	0.04	1.064	1.064	9.754e-06	9.163e-06
1.58	0.04	1.065	1.065	9.656e-06	9.064e-06
1.6	0.04	1.066	1.066	9.539e-06	8.948e-06
1.62	0.04	1.067	1.067	9.403e-06	8.813e-06
1.64	0.04	1.068	1.068	9.246e-06	8.659e-06
1.66	0.04	1.069	1.069	9.066e-06	8.484e-06
1.68	0.04	1.07	1.07	8.863e-06	8.287e-06
1.7	0.04	1.07	1.07	8.634e-06	8.067e-06
1.72	0.04	1.071	1.071	8.379e-06	7.822e-06
1.74	0.04	1.072	1.072	8.095e-06	7.55e-06
1.76	0.04	1.073	1.073	7.779e-06	7.251e-06
1.78	0.04	1.074	1.074	7.431e-06	6.92e-06
1.8	0.04	1.075	1.075	7.047e-06	6.557e-06
1.82	0.04	1.076	1.076	6.624e-06	6.159e-06
1.84	0.04	1.076	1.076	6.159e-06	5.722e-06
1.86	0.04	1.077	1.077	5.647e-06	5.242e-06
1.88	0.04	1.078	1.078	5.084e-06	4.716e-06
1.9	0.04	1.079	1.079	4.462e-06	4.136e-06
1.92	0.04	1.08	1.08	3.774e-06	3.495e-06
1.94	0.04	1.081	1.081	3.006e-06	2.781e-06
1.96	0.04	1.082	1.082	2.141e-06	1.98e-06
1.98	0.04	1.082	1.082	1.154e-06	1.066e-06
0.02	0.06	1.001	1.001	2.458e-07	2.455e-07
0.04	0.06	1.002	1.002	4.916e-07	4.904e-07
0.06	0.06	1.004	1.004	7.373e-07	7.347e-07
0.08	0.06	1.005	1.005	9.831e-07	9.784e-07
0.1	0.06	1.006	1.006	1.229e-06	1.222e-06
0.12	0.06	1.007	1.007	1.475e-06	1.464e-06
0.14	0.06	1.008	1.008	1.72e-06	1.706e-06
0.16	0.06	1.01	1.01	1.966e-06	1.947e-06
0.18	0.06	1.011	1.011	2.212e-06	2.188e-06
0.2	0.06	1.012	1.012	2.458e-06	2.429e-06
0.22	0.06	1.013	1.013	2.704e-06	2.668e-06
0.24	0.06	1.015	1.015	2.95e-06	2.907e-06
0.26	0.06	1.016	1.016	3.195e-06	3.146e-06
0.28	0.06	1.017	1.017	3.441e-06	3.384e-06
0.3	0.06	1.018	1.018	3.687e-06	3.622e-06
0.32	0.06	1.019	1.019	3.933e-06	3.859e-06
0.34	0.06	1.021	1.021	4.179e-06	4.095e-06
0.36	0.06	1.022	1.022	4.425e-06	4.331e-06
0.38	0.06	1.023	1.023	4.671e-06	4.566e-06
0.4	0.06	1.024	1.024	4.917e-06	4.801e-06
0.42	0.06	1.026	1.026	5.164e-06	5.035e-06
0.44	0.06	1.027	1.027	5.41e-06	5.269e-06
0.46	0.06	1.028	1.028	5.656e-06	5.502e-06
0.48	0.06	1.029	1.029	5.902e-06	5.734e-06
0.5	0.06	1.03	1.03	6.148e-06	5.966e-06
0.52	0.06	1.032	1.032	6.394e-06	6.197e-06
0.54	0.06	1.033	1.033	6.639e-06	6.428e-06
0.56	0.06	1.034	1.034	6.885e-06	6.657e-06
0.58	0.06	1.035	1.035	7.13e-06	6.887e-06
0.6	0.06	1.037	1.037	7.376e-06	7.115e-06
0.62	0.06	1.038	1.038	7.62e-06	7.342e-06
0.64	0.06	1.039	1.039	7.865e-06	7.569e-06
0.66	0.06	1.04	1.04	8.109e-06	7.794e-06
0.68	0.06	1.042	1.042	8.352e-06	8.018e-06
0.7	0.06	1.043	1.043	8.595e-06	8.242e-06
0.72	0.06	1.044	1.044	8.837e-06	8.464e-06
0.74	0.06	1.045	1.045	9.079e-06	8.684e-06
0.76	0.06	1.047	1.047	9.319e-06	8.903e-06
0.78	0.06	1.048	1.048	9.558e-06	9.121e-06
0.8	0.06	1.049	1.049	9.796e-06	9.337e-06
0.82	0.06	1.05	1.05	1.003e-05	9.551e-06
0.84	0.06	1.052	1.052	1.027e-05	9.763e-06
0.86	0.06	1.053	1.053	1.05e-05	9.973e-06
0.88	0.06	1.054	1.054	1.073e-05	1.018e-05
0.9	0.06	1.055	1.055	1.096e-05	1.038e-05
0.92	0.06	1.057	1.057	1.119e-05	1.059e-05
0.94	0.06	1.058	1.058	1.141e-05	1.079e-05
0.96	0.06	1.059	1.059	1.163e-05	1.098e-05
0.98	0.06	1.061	1.061	1.185e-05	1.117e-05
1	0.06	1.062	1.062	1.206e-05	1.136e-05
1.02	0.06	1.063	1.063	1.227e-05	1.155e-05
1.04	0.06	1.064	1.064	1.248e-05	1.173e-05
1.06	0.06	1.066	1.066	1.268e-05	1.19e-05
1.08	0.06	1.067	1.067	1.288e-05	1.207e-05
1.1	0.06	1.068	1.068	1.307e-05	1.223e-05
1.12	0.06	1.07	1.07	1.325e-05	1.239e-05
1.14	0.06	1.071	1.071	1.343e-05	1.254e-05
1.16	0.06	1.072	1.072	1.36e-05	1.269e-05
1.18	0.06	1.073	1.073	1.377e-05	1.283e-05
1.2	0.06	1.075	1.075	1.393e-05	1.296e-05
1.22	0.06	1.076	1.076	1.407e-05	1.308e-05
1.24	0.06	1.077	1.077	1.421e-05	1.319e-05
1.26	0.06	1.079	1.079	1.434e-05	1.33e-05
1.28	0.06	1.08	1.08	1.446e-05	1.339e-05
1.3	0.06	1.081	1.081	1.457e-05	1.347e-05
1.32	0.06	1.082	1.082	1.466e-05	1.355e-05
1.34	0.06	1.084	1.084	1.474e-05	1.361e-05
1.36	0.06	1.085	1.085	1.481e-05	1.365e-05
1.38	0.06	1.086	1.086	1.487e-05	1.369e-05
1.4	0.06	1.088	1.088	1.491e-05	1.37e-05
1.42	0.06	1.089	1.089	1.493e-05	1.371e-05
1.44	0.06	1.09	1.09	1.493e-05	1.37e-05
1.46	0.06	1.092	1.092	1.492e-05	1.367e-05
1.48	0.06	1.093	1.093	1.488e-05	1.362e-05
1.5	0.06	1.094	1.094	1.483e-05	1.355e-05
1.52	0.06	1.096	1.095	1.475e-05	1.347e-05
1.54	0.06	1.097	1.097	1.465e-05	1.336e-05
1.56	0.06	1.098	1.098	1.453e-05	1.323e-05
1.58	0.06	1.099	1.099	1.438e-05	1.308e-05
1.6	0.06	1.101	1.101	1.42e-05	1.29e-05
1.62	0.06	1.102	1.102	1.399e-05	1.269e-05
1.64	0.06	1.103	1.103	1.374e-05	1.246e-05
1.66	0.06	1.105	1.105	1.347e-05	1.219e-05
1.68	0.06	1.106	1.106	1.316e-05	1.19e-05
1.7	0.06	1.107	1.107	1.281e-05	1.157e-05
1.72	0.06	1.109	1.109	1.242e-05	1.12e-05
1.74	0.06	1.11	1.11	1.199e-05	1.08e-05
1.76	0.06	1.111	1.111	1.151e-05	1.035e-05
1.78	0.06	1.113	1.113	1.098e-05	9.866e-06
1.8	0.06	1.114	1.114	1.04e-05	9.332e-06
1.82	0.06	1.115	1.115	9.756e-06	8.747e-06
1.84	0.06	1.117	1.117	9.053e-06	8.107e-06
1.86	0.06	1.118	1.118	8.281e-06	7.407e-06
1.88	0.06	1.119	1.119	7.433e-06	6.64e-06
1.9	0.06	1.121	1.121	6.5e-06	5.8e-06
1.92	0.06	1.122	1.122	5.47e-06	4.875e-06
1.94	0.06	1.123	1.123	4.329e-06	3.853e-06
1.96	0.06	1.125	1.125	3.057e-06	2.718e-06
1.98	0.06	1.126	1.126	1.626e-06	1.444e-06
0.02	0.08	1.002	1.002	3.277e-07	3.272e-07
0.04	0.08	1.003	1.003	6.554e-07	6.533e-07
0.06	0.08	1.005	1.005	9.831e-07	9.784e-07
0.08	0.08	1.006	1.006	1.311e-06	1.302e-06
0.1	0.08	1.008	1.008	1.639e-06	1.625e-06
0.12	0.08	1.01	1.01	1.966e-06	1.947e-06
0.14	0.08	1.011	1.011	2.294e-06	2.268e-06
0.16	0.08	1.013	1.013	2.622e-06	2.588e-06
0.18	0.08	1.015	1.015	2.949e-06	2.907e-06
0.2	0.08	1.016	1.016	3.277e-06	3.225e-06
0.22	0.08	1.018	1.018	3.605e-06	3.542e-06
0.24	0.08	1.019	1.019	3.933e-06	3.858e-06
0.26	0.08	1.021	1.021	4.26e-06	4.173e-06
0.28	0.08	1.023	1.023	4.588e-06	4.487e-06
0.3	0.08	1.024	1.024	4.916e-06	4.8e-06
0.32	0.08	1.026	1.026	5.244e-06	5.112e-06
0.34	0.08	1.028	1.028	5.572e-06	5.422e-06
0.36	0.08	1.029	1.029	5.9e-06	5.732e-06
0.38	0.08	1.031	1.031	6.228e-06	6.041e-06
0.4	0.08	1.033	1.033	6.556e-06	6.349e-06
0.42	0.08	1.034	1.034	6.884e-06	6.656e-06
0.44	0.08	1.036	1.036	7.212e-06	6.962e-06
0.46	0.08	1.037	1.037	7.54e-06	7.267e-06
0.48	0.08	1.039	1.039	7.868e-06	7.571e-06
0.5	0.08	1.041	1.041	8.195e-06	7.874e-06
0.52	0.08	1.042	1.042	8.523e-06	8.176e-06
0.54	0.08	1.044	1.044	8.85e-06	8.476e-06
0.56	0.08	1.046	1.046	9.178e-06	8.775e-06
0.58	0.08	1.048	1.047	9.504e-06	9.074e-06
0.6	0.08	1.049	1.049	9.831e-06	9.37e-06
0.62	0.08	1.051	1.051	1.016e-05	9.665e-06
0.64	0.08	1.053	1.053	1.048e-05	9.959e-06
0.66	0.08	1.054	1.054	1.081e-05	1.025e-05
0.68	0.08	1.056	1.056	1.113e-05	1.054e-05
0.7	0.08	1.058	1.058	1.145e-05	1.083e-05
0.72	0.08	1.059	1.059	1.178e-05	1.112e-05
0.74	0.08	1.061	1.061	1.21e-05	1.14e-05
0.76	0.08	1.063	1.063	1.242e-05	1.169e-05
0.78	0.08	1.064	1.064	1.274e-05	1.197e-05
0.8	0.08	1.066	1.066	1.305e-05	1.224e-05
0.82	0.08	1.068	1.068	1.337e-05	1.252e-05
0.84	0.08	1.07	1.07	1.368e-05	1.279e-05
0.86	0.08	1.071	1.071	1.399e-05	1.306e-05
0.88	0.08	1.073	1.073	1.43e-05	1.332e-05
0.9	0.08	1.075	1.075	1.46e-05	1.359e-05
0.92	0.08	1.076	1.076	1.49e-05	1.384e-05
0.94	0.08	1.078	1.078	1.52e-05	1.41e-05
0.96	0.08	1.08	1.08	1.549e-05	1.435e-05
0.98	0.08	1.082	1.082	1.578e-05	1.459e-05
1	0.08	1.083	1.083	1.606e-05	1.483e-05
1.02	0.08	1.085	1.085	1.634e-05	1.506e-05
1.04	0.08	1.087	1.087	1.662e-05	1.529e-05
1.06	0.08	1.089	1.088	1.688e-05	1.551e-05
1.08	0.08	1.09	1.09	1.714e-05	1.572e-05
1.1	0.08	1.092	1.092	1.739e-05	1.593e-05
1.12	0.08	1.094	1.094	1.764e-05	1.613e-05
1.14	0.08	1.096	1.095	1.787e-05	1.632e-05
1.16	0.08	1.097	1.097	1.81e-05	1.65e-05
1.18	0.08	1.099	1.099	1.832e-05	1.667e-05
1.2	0.08	1.101	1.101	1.852e-05	1.683e-05
1.22	0.08	1.103	1.103	1.872e-05	1.698e-05
1.24	0.08	1.104	1.104	1.89e-05	1.711e-05
1.26	0.08	1.106	1.106	1.907e-05	1.724e-05
1.28	0.08	1.108	1.108	1.922e-05	1.735e-05
1.3	0.08	1.11	1.11	1.936e-05	1.745e-05
1.32	0.08	1.111	1.111	1.948e-05	1.753e-05
1.34	0.08	1.113	1.113	1.959e-05	1.76e-05
1.36	0.08	1.115	1.115	1.968e-05	1.765e-05
1.38	0.08	1.117	1.117	1.974e-05	1.768e-05
1.4	0.08	1.119	1.119	1.979e-05	1.769e-05
1.42	0.08	1.12	1.12	1.982e-05	1.769e-05
1.44	0.08	1.122	1.122	1.982e-05	1.766e-05
1.46	0.08	1.124	1.124	1.979e-05	1.761e-05
1.48	0.08	1.126	1.126	1.974e-05	1.754e-05
1.5	0.08	1.128	1.127	1.966e-05	1.744e-05
1.52	0.08	1.129	1.129	1.955e-05	1.732e-05
1.54	0.08	1.131	1.131	1.941e-05	1.716e-05
1.56	0.08	1.133	1.133	1.924e-05	1.698e-05
1.58	0.08	1.135	1.135	1.903e-05	1.677e-05
1.6	0.08	1.137	1.137	1.878e-05	1.653e-05
1.62	0.08	1.138	1.138	1.85e-05	1.625e-05
1.64	0.08	1.14	1.14	1.817e-05	1.593e-05
1.66	0.08	1.142	1.142	1.779e-05	1.558e-05
1.68	0.08	1.144	1.144	1.737e-05	1.519e-05
1.7	0.08	1.146	1.146	1.69e-05	1.475e-05
1.72	0.08	1.148	1.148	1.637e-05	1.427e-05
1.74	0.08	1.149	1.149	1.579e-05	1.374e-05
1.76	0.08	1.151	1.151	1.514e-05	1.315e-05
1.78	0.08	1.153	1.153	1.443e-05	1.251e-05
1.8	0.08	1.155	1.155	1.365e-05	1.182e-05
1.82	0.08	1.157	1.157	1.279e-05	1.105e-05
1.84	0.08	1.159	1.159	1.185e-05	1.022e-05
1.86	0.08	1.16	1.16	1.081e-05	9.318e-06
1.88	0.08	1.162	1.162	9.681e-06	8.329e-06
1.9	0.08	1.164	1.164	8.439e-06	7.249e-06
1.92	0.08	1.166	1.166	7.075e-06	6.068e-06
1.94	0.08	1.168	1.168	5.572e-06	4.771e-06
1.96	0.08	1.17	1.17	3.909e-06	3.342e-06
1.98	0.08	1.172	1.172	2.062e-06	1.76e-06
0.02	0.1	1.002	1.002	4.096e-07	4.088e-07
0.04	0.1	1.004	1.004	8.193e-07	8.16e-07
0.06	0.1	1.006	1.006	1.229e-06	1.222e-06
0.08	0.1	1.008	1.008	1.639e-06	1.625e-06
0.1	0.1	1.01	1.01	2.048e-06	2.028e-06
0.12	0.1	1.012	1.012	2.458e-06	2.428e-06
0.14	0.1	1.014	1.014	2.867e-06	2.828e-06
0.16	0.1	1.016	1.016	3.277e-06	3.225e-06
0.18	0.1	1.018	1.018	3.687e-06	3.621e-06
0.2	0.1	1.02	1.02	4.096e-06	4.015e-06
0.22	0.1	1.022	1.022	4.506e-06	4.408e-06
0.24	0.1	1.024	1.024	4.916e-06	4.799e-06
0.26	0.1	1.026	1.026	5.325e-06	5.189e-06
0.28	0.1	1.028	1.028	5.735e-06	5.577e-06
0.3	0.1	1.03	1.03	6.145e-06	5.963e-06
0.32	0.1	1.033	1.033	6.555e-06	6.348e-06
0.34	0.1	1.035	1.035	6.964e-06	6.732e-06
0.36	0.1	1.037	1.037	7.374e-06	7.114e-06
0.38	0.1	1.039	1.039	7.784e-06	7.494e-06
0.4	0.1	1.041	1.041	8.194e-06	7.873e-06
0.42	0.1	1.043	1.043	8.604e-06	8.25e-06
0.44	0.1	1.045	1.045	9.014e-06	8.626e-06
0.46	0.1	1.047	1.047	9.423e-06	9e-06
0.48	0.1	1.049	1.049	9.833e-06	9.372e-06
0.5	0.1	1.051	1.051	1.024e-05	9.743e-06
0.52	0.1	1.053	1.053	1.065e-05	1.011e-05
0.54	0.1	1.055	1.055	1.106e-05	1.048e-05
0.56	0.1	1.058	1.058	1.147e-05	1.084e-05
0.58	0.1	1.06	1.06	1.188e-05	1.121e-05
0.6	0.1	1.062	1.062	1.228e-05	1.157e-05
0.62	0.1	1.064	1.064	1.269e-05	1.193e-05
0.64	0.1	1.066	1.066	1.31e-05	1.229e-05
0.66	0.1	1.068	1.068	1.35e-05	1.264e-05
0.68	0.1	1.07	1.07	1.391e-05	1.299e-05
0.7	0.1	1.073	1.073	1.431e-05	1.334e-05
0.72	0.1	1.075	1.075	1.471e-05	1.369e-05
0.74	0.1	1.077	1.077	1.511e-05	1.404e-05
0.76	0.1	1.079	1.079	1.551e-05	1.438e-05
0.78	0.1	1.081	1.081	1.591e-05	1.472e-05
0.8	0.1	1.083	1.083	1.63e-05	1.505e-05
0.82	0.1	1.085	1.085	1.67e-05	1.538e-05
0.84	0.1	1.088	1.088	1.709e-05	1.571e-05
0.86	0.1	1.09	1.09	1.747e-05	1.603e-05
0.88	0.1	1.092	1.092	1.785e-05	1.635e-05
0.9	0.1	1.094	1.094	1.823e-05	1.666e-05
0.92	0.1	1.096	1.096	1.861e-05	1.697e-05
0.94	0.1	1.099	1.099	1.898e-05	1.727e-05
0.96	0.1	1.101	1.101	1.934e-05	1.757e-05
0.98	0.1	1.103	1.103	1.97e-05	1.786e-05
1	0.1	1.105	1.105	2.005e-05	1.815e-05
1.02	0.1	1.107	1.107	2.04e-05	1.842e-05
1.04	0.1	1.11	1.11	2.074e-05	1.869e-05
1.06	0.1	1.112	1.112	2.107e-05	1.895e-05
1.08	0.1	1.114	1.114	2.139e-05	1.92e-05
1.1	0.1	1.116	1.116	2.17e-05	1.944e-05
1.12	0.1	1.119	1.119	2.201e-05	1.968e-05
1.14	0.1	1.121	1.121	2.23e-05	1.99e-05
1.16	0.1	1.123	1.123	2.258e-05	2.011e-05
1.18	0.1	1.125	1.125	2.285e-05	2.03e-05
1.2	0.1	1.128	1.127	2.31e-05	2.049e-05
1.22	0.1	1.13	1.13	2.334e-05	2.066e-05
1.24	0.1	1.132	1.132	2.356e-05	2.081e-05
1.26	0.1	1.134	1.134	2.377e-05	2.096e-05
1.28	0.1	1.137	1.137	2.396e-05	2.108e-05
1.3	0.1	1.139	1.139	2.413e-05	2.119e-05
1.32	0.1	1.141	1.141	2.428e-05	2.127e-05
1.34	0.1	1.143	1.143	2.44e-05	2.134e-05
1.36	0.1	1.146	1.146	2.451e-05	2.139e-05
1.38	0.1	1.148	1.148	2.459e-05	2.142e-05
