x	y	V_num	V_ana	error_abs	error_rel
1.2	0.4	0.4694	0.47	0.0005628	0.001197
1.4	0.4	0.7507	0.7514	0.000707	0.0009409
1.6	0.4	1	1.001	0.0006258	0.0006254
1.8	0.4	1.223	1.224	0.0003999	0.0003268
1.2	0.8	0.7332	0.7324	0.0008806	0.001202
1.4	0.8	0.9564	0.9555	0.0008475	0.0008869
1.6	0.8	1.164	1.163	0.0005644	0.0004853
1.8	0.8	1.356	1.356	0.0002622	0.0001934
1.2	1.2	1.059	1.058	0.001033	0.0009766
1.4	1.2	1.225	1.224	0.00125	0.001021
1.6	1.2	1.387	1.386	0.001027	0.0007407
1.8	1.2	1.544	1.543	0.0005814	0.0003767
1.2	1.6	1.387	1.386	0.0005968	0.0004305
1.4	1.6	1.509	1.509	0.0008047	0.0005334
1.6	1.6	1.634	1.633	0.0007222	0.0004422
1.8	1.6	1.758	1.758	0.000439	0.0002498
