x	y	V_num	V_ana	error_abs	error_rel
1.2	0.9	0.09	0.09	3.469e-16	3.855e-15
1.25	0.9	0.1225	0.1225	4.025e-16	3.285e-15
1.3	0.9	0.16	0.16	4.441e-16	2.776e-15
1.35	0.9	0.2025	0.2025	4.718e-16	2.33e-15
1.4	0.9	0.25	0.25	6.106e-16	2.442e-15
1.45	0.9	0.3025	0.3025	6.106e-16	2.019e-15
1.5	0.9	0.36	0.36	6.106e-16	1.696e-15
1.55	0.9	0.4225	0.4225	6.106e-16	1.445e-15
1.6	0.9	0.49	0.49	5.551e-16	1.133e-15
1.65	0.9	0.5625	0.5625	6.661e-16	1.184e-15
1.7	0.9	0.64	0.64	2.22e-16	3.469e-16
1.75	0.9	0.7225	0.7225	3.331e-16	4.61e-16
1.8	0.9	0.81	0.81	0	0
1.85	0.9	0.9025	0.9025	3.331e-16	3.69e-16
1.9	0.9	1	1	1.11e-16	1.11e-16
1.95	0.9	1.102	1.103	6.661e-16	6.042e-16
1.05	1	0.0025	0.0025	5.117e-17	2.047e-14
1.1	1	0.01	0.01	9.541e-17	9.541e-15
1.15	1	0.0225	0.0225	1.908e-16	8.481e-15
1.2	1	0.04	0.04	2.429e-16	6.072e-15
1.25	1	0.0625	0.0625	2.914e-16	4.663e-15
1.3	1	0.09	0.09	3.331e-16	3.701e-15
1.35	1	0.1225	0.1225	3.192e-16	2.606e-15
1.4	1	0.16	0.16	4.718e-16	2.949e-15
1.45	1	0.2025	0.2025	4.441e-16	2.193e-15
1.5	1	0.25	0.25	3.886e-16	1.554e-15
1.55	1	0.3025	0.3025	4.441e-16	1.468e-15
1.6	1	0.36	0.36	3.886e-16	1.079e-15
1.65	1	0.4225	0.4225	5.551e-16	1.314e-15
1.7	1	0.49	0.49	0	0
1.75	1	0.5625	0.5625	1.11e-16	1.974e-16
1.8	1	0.64	0.64	1.11e-16	1.735e-16
1.85	1	0.7225	0.7225	2.22e-16	3.073e-16
1.9	1	0.81	0.81	0	0
1.95	1	0.9025	0.9025	6.661e-16	7.381e-16
1.05	1.1	0.0025	0.0025	5.638e-17	2.255e-14
1.1	1.1	1.028e-16	0	1.028e-16	0
1.15	1.1	0.0025	0.0025	1.596e-16	6.384e-14
1.2	1.1	0.01	0.01	2.03e-16	2.03e-14
1.25	1.1	0.0225	0.0225	2.325e-16	1.033e-14
1.3	1.1	0.04	0.04	2.567e-16	6.418e-15
1.35	1.1	0.0625	0.0625	2.637e-16	4.219e-15
1.4	1.1	0.09	0.09	4.025e-16	4.472e-15
1.45	1.1	0.1225	0.1225	4.025e-16	3.285e-15
1.5	1.1	0.16	0.16	4.441e-16	2.776e-15
1.55	1.1	0.2025	0.2025	4.718e-16	2.33e-15
1.6	1.1	0.25	0.25	4.441e-16	1.776e-15
1.65	1.1	0.3025	0.3025	4.996e-16	1.652e-15
1.7	1.1	0.36	0.36	5.551e-17	1.542e-16
1.75	1.1	0.4225	0.4225	2.22e-16	5.255e-16
1.8	1.1	0.49	0.49	5.551e-17	1.133e-16
1.85	1.1	0.5625	0.5625	0	0
1.9	1.1	0.64	0.64	3.331e-16	5.204e-16
1.95	1.1	0.7225	0.7225	3.331e-16	4.61e-16
1.05	1.2	0.0225	0.0225	4.163e-17	1.85e-15
1.1	1.2	0.01	0.01	8.327e-17	8.327e-15
1.15	1.2	0.0025	0.0025	9.888e-17	3.955e-14
1.2	1.2	1.489e-16	4.93e-32	1.489e-16	3.021e+15
1.25	1.2	0.0025	0.0025	1.895e-16	7.581e-14
1.3	1.2	0.01	0.01	2.22e-16	2.22e-14
1.35	1.2	0.0225	0.0225	2.359e-16	1.049e-14
1.4	1.2	0.04	0.04	3.331e-16	8.327e-15
1.45	1.2	0.0625	0.0625	3.608e-16	5.773e-15
1.5	1.2	0.09	0.09	3.331e-16	3.701e-15
1.55	1.2	0.1225	0.1225	3.192e-16	2.606e-15
1.6	1.2	0.16	0.16	2.498e-16	1.561e-15
1.65	1.2	0.2025	0.2025	3.331e-16	1.645e-15
1.7	1.2	0.25	0.25	1.11e-16	4.441e-16
1.75	1.2	0.3025	0.3025	2.776e-16	9.175e-16
1.8	1.2	0.36	0.36	2.776e-16	7.71e-16
1.85	1.2	0.4225	0.4225	1.11e-16	2.628e-16
1.9	1.2	0.49	0.49	2.776e-16	5.664e-16
1.95	1.2	0.5625	0.5625	2.22e-16	3.947e-16
1.05	1.3	0.0625	0.0625	5.551e-17	8.882e-16
1.1	1.3	0.04	0.04	1.11e-16	2.776e-15
1.15	1.3	0.0225	0.0225	7.98e-17	3.547e-15
1.2	1.3	0.01	0.01	1.18e-16	1.18e-14
1.25	1.3	0.0025	0.0025	1.444e-16	5.777e-14
1.3	1.3	1.579e-16	0	1.579e-16	0
1.35	1.3	0.0025	0.0025	1.527e-16	6.106e-14
1.4	1.3	0.01	0.01	1.804e-16	1.804e-14
1.45	1.3	0.0225	0.0225	1.7e-16	7.556e-15
1.5	1.3	0.04	0.04	1.596e-16	3.99e-15
1.55	1.3	0.0625	0.0625	1.249e-16	1.998e-15
1.6	1.3	0.09	0.09	5.551e-17	6.168e-16
1.65	1.3	0.1225	0.1225	1.665e-16	1.359e-15
1.7	1.3	0.16	0.16	5.551e-17	3.469e-16
1.75	1.3	0.2025	0.2025	5.551e-17	2.741e-16
1.8	1.3	0.25	0.25	8.327e-17	3.331e-16
1.85	1.3	0.3025	0.3025	1.665e-16	5.505e-16
1.9	1.3	0.36	0.36	5.551e-17	1.542e-16
1.95	1.3	0.4225	0.4225	2.776e-16	6.569e-16
1.05	1.4	0.1225	0.1225	2.776e-17	2.266e-16
1.1	1.4	0.09	0.09	9.714e-17	1.079e-15
1.15	1.4	0.0625	0.0625	2.776e-17	4.441e-16
1.2	1.4	0.04	0.04	6.939e-17	1.735e-15
1.25	1.4	0.0225	0.0225	9.368e-17	4.163e-15
1.3	1.4	0.01	0.01	1.023e-16	1.023e-14
1.35	1.4	0.0025	0.0025	1.041e-16	4.163e-14
1.4	1.4	9.785e-17	4.93e-32	9.785e-17	1.985e+15
1.45	1.4	0.0025	0.0025	1.041e-16	4.163e-14
1.5	1.4	0.01	0.01	9.541e-17	9.541e-15
1.55	1.4	0.0225	0.0225	6.592e-17	2.93e-15
1.6	1.4	0.04	0.04	3.469e-17	8.674e-16
1.65	1.4	0.0625	0.0625	9.714e-17	1.554e-15
1.7	1.4	0.09	0.09	8.327e-17	9.252e-16
1.75	1.4	0.1225	0.1225	2.776e-17	2.266e-16
1.8	1.4	0.16	0.16	1.388e-16	8.674e-16
1.85	1.4	0.2025	0.2025	2.776e-16	1.371e-15
1.9	1.4	0.25	0.25	0	0
1.95	1.4	0.3025	0.3025	2.22e-16	7.34e-16
1.05	1.5	0.2025	0.2025	1.943e-16	9.595e-16
1.1	1.5	0.16	0.16	2.776e-16	1.735e-15
1.15	1.5	0.1225	0.1225	1.249e-16	1.02e-15
1.2	1.5	0.09	0.09	1.249e-16	1.388e-15
1.25	1.5	0.0625	0.0625	1.11e-16	1.776e-15
1.3	1.5	0.04	0.04	1.041e-16	2.602e-15
1.35	1.5	0.0225	0.0225	9.368e-17	4.163e-15
1.4	1.5	0.01	0.01	3.296e-17	3.296e-15
1.45	1.5	0.0025	0.0025	3.253e-17	1.301e-14
1.5	1.5	1.843e-17	0	1.843e-17	0
1.55	1.5	0.0025	0.0025	7.373e-18	2.949e-15
1.6	1.5	0.01	0.01	4.51e-17	4.51e-15
1.65	1.5	0.0225	0.0225	3.123e-17	1.388e-15
1.7	1.5	0.04	0.04	1.457e-16	3.643e-15
1.75	1.5	0.0625	0.0625	1.041e-16	1.665e-15
1.8	1.5	0.09	0.09	1.943e-16	2.159e-15
1.85	1.5	0.1225	0.1225	2.776e-16	2.266e-15
1.9	1.5	0.16	0.16	1.11e-16	6.939e-16
1.95	1.5	0.2025	0.2025	3.053e-16	1.508e-15
1.05	1.6	0.3025	0.3025	5.551e-17	1.835e-16
1.1	1.6	0.25	0.25	5.551e-17	2.22e-16
1.15	1.6	0.2025	0.2025	2.776e-17	1.371e-16
1.2	1.6	0.16	0.16	2.776e-17	1.735e-16
1.25	1.6	0.1225	0.1225	1.388e-17	1.133e-16
1.3	1.6	0.09	0.09	2.776e-17	3.084e-16
1.35	1.6	0.0625	0.0625	2.776e-17	4.441e-16
1.4	1.6	0.04	0.04	4.857e-17	1.214e-15
1.45	1.6	0.0225	0.0225	3.469e-17	1.542e-15
1.5	1.6	0.01	0.01	3.123e-17	3.123e-15
1.55	1.6	0.0025	0.0025	3.946e-17	1.579e-14
1.6	1.6	-4.987e-17	0	4.987e-17	0
1.65	1.6	0.0025	0.0025	4.944e-17	1.978e-14
1.7	1.6	0.01	0.01	1.023e-16	1.023e-14
1.75	1.6	0.0225	0.0225	7.98e-17	3.547e-15
1.8	1.6	0.04	0.04	1.11e-16	2.776e-15
1.85	1.6	0.0625	0.0625	1.457e-16	2.331e-15
1.9	1.6	0.09	0.09	2.776e-17	3.084e-16
1.95	1.6	0.1225	0.1225	1.804e-16	1.473e-15
1.05	1.7	0.4225	0.4225	5.551e-17	1.314e-16
1.1	1.7	0.36	0.36	1.665e-16	4.626e-16
1.15	1.7	0.3025	0.3025	5.551e-17	1.835e-16
1.2	1.7	0.25	0.25	1.11e-16	4.441e-16
1.25	1.7	0.2025	0.2025	5.551e-17	2.741e-16
1.3	1.7	0.16	0.16	8.327e-17	5.204e-16
1.35	1.7	0.1225	0.1225	4.163e-17	3.399e-16
1.4	1.7	0.09	0.09	1.527e-16	1.696e-15
1.45	1.7	0.0625	0.0625	1.249e-16	1.998e-15
1.5	1.7	0.04	0.04	9.714e-17	2.429e-15
1.55	1.7	0.0225	0.0225	7.98e-17	3.547e-15
1.6	1.7	0.01	0.01	6.765e-17	6.765e-15
1.65	1.7	0.0025	0.0025	8.674e-17	3.469e-14
1.7	1.7	-6.982e-17	0	6.982e-17	0
1.75	1.7	0.0025	0.0025	6.072e-17	2.429e-14
1.8	1.7	0.01	0.01	5.898e-17	5.898e-15
1.85	1.7	0.0225	0.0225	5.551e-17	2.467e-15
1.9	1.7	0.04	0.04	2.776e-17	6.939e-16
1.95	1.7	0.0625	0.0625	8.327e-17	1.332e-15
1.05	1.8	0.5625	0.5625	1.11e-16	1.974e-16
1.1	1.8	0.49	0.49	1.665e-16	3.399e-16
1.15	1.8	0.4225	0.4225	0	0
1.2	1.8	0.36	0.36	0	0
1.25	1.8	0.3025	0.3025	1.11e-16	3.67e-16
1.3	1.8	0.25	0.25	1.11e-16	4.441e-16
1.35	1.8	0.2025	0.2025	8.327e-17	4.112e-16
1.4	1.8	0.16	0.16	1.388e-16	8.674e-16
1.45	1.8	0.1225	0.1225	9.714e-17	7.93e-16
1.5	1.8	0.09	0.09	5.551e-17	6.168e-16
1.55	1.8	0.0625	0.0625	4.163e-17	6.661e-16
1.6	1.8	0.04	0.04	2.776e-17	6.939e-16
1.65	1.8	0.0225	0.0225	9.021e-17	4.009e-15
1.7	1.8	0.01	0.01	2.082e-17	2.082e-15
1.75	1.8	0.0025	0.0025	4.554e-17	1.821e-14
1.8	1.8	-5.005e-17	0	5.005e-17	0
1.85	1.8	0.0025	0.0025	5.768e-17	2.307e-14
1.9	1.8	0.01	0.01	2.255e-17	2.255e-15
1.95	1.8	0.0225	0.0225	8.327e-17	3.701e-15
1.05	1.9	0.7225	0.7225	0	0
1.1	1.9	0.64	0.64	0	0
1.15	1.9	0.5625	0.5625	2.22e-16	3.947e-16
1.2	1.9	0.49	0.49	1.665e-16	3.399e-16
1.25	1.9	0.4225	0.4225	1.665e-16	3.942e-16
1.3	1.9	0.36	0.36	1.665e-16	4.626e-16
1.35	1.9	0.3025	0.3025	5.551e-17	1.835e-16
1.4	1.9	0.25	0.25	2.22e-16	8.882e-16
1.45	1.9	0.2025	0.2025	1.388e-16	6.853e-16
1.5	1.9	0.16	0.16	1.388e-16	8.674e-16
1.55	1.9	0.1225	0.1225	8.327e-17	6.797e-16
1.6	1.9	0.09	0.09	5.551e-17	6.168e-16
1.65	1.9	0.0625	0.0625	1.388e-16	2.22e-15
1.7	1.9	0.04	0.04	2.082e-17	5.204e-16
1.75	1.9	0.0225	0.0225	7.633e-17	3.392e-15
1.8	1.9	0.01	0.01	5.204e-17	5.204e-15
1.85	1.9	0.0025	0.0025	3.816e-17	1.527e-14
1.9	1.9	-2.906e-17	4.93e-32	2.906e-17	5.893e+14
1.95	1.9	0.0025	0.0025	3.296e-17	1.318e-14
