x	y	V_num	V_ana	error_abs	error_rel
0.72	0.08	1.059	1.059	4.702e-05	4.439e-05
0.76	0.08	1.063	1.063	4.958e-05	4.666e-05
0.8	0.08	1.066	1.066	5.212e-05	4.889e-05
0.84	0.08	1.07	1.07	5.462e-05	5.107e-05
0.88	0.08	1.073	1.073	5.709e-05	5.321e-05
0.92	0.08	1.076	1.076	5.95e-05	5.528e-05
0.96	0.08	1.08	1.08	6.186e-05	5.729e-05
1	0.08	1.083	1.083	6.415e-05	5.922e-05
1.04	0.08	1.087	1.087	6.635e-05	6.106e-05
1.08	0.08	1.09	1.09	6.846e-05	6.279e-05
1.12	0.08	1.094	1.094	7.044e-05	6.44e-05
1.16	0.08	1.097	1.097	7.229e-05	6.588e-05
1.2	0.08	1.101	1.101	7.398e-05	6.721e-05
1.24	0.08	1.104	1.104	7.548e-05	6.835e-05
1.28	0.08	1.108	1.108	7.677e-05	6.93e-05
1.32	0.08	1.111	1.111	7.782e-05	7.002e-05
1.36	0.08	1.115	1.115	7.859e-05	7.049e-05
1.4	0.08	1.119	1.119	7.905e-05	7.068e-05
1.44	0.08	1.122	1.122	7.916e-05	7.055e-05
1.48	0.08	1.126	1.126	7.886e-05	7.006e-05
1.52	0.08	1.129	1.129	7.812e-05	6.917e-05
1.56	0.08	1.133	1.133	7.687e-05	6.785e-05
1.6	0.08	1.137	1.137	7.505e-05	6.603e-05
1.64	0.08	1.14	1.14	7.258e-05	6.366e-05
1.68	0.08	1.144	1.144	6.94e-05	6.067e-05
1.72	0.08	1.148	1.148	6.541e-05	5.7e-05
1.76	0.08	1.151	1.151	6.049e-05	5.254e-05
1.8	0.08	1.155	1.155	5.451e-05	4.72e-05
1.84	0.08	1.159	1.159	4.73e-05	4.082e-05
1.88	0.08	1.162	1.162	3.864e-05	3.325e-05
1.92	0.08	1.166	1.166	2.822e-05	2.42e-05
1.96	0.08	1.17	1.17	1.558e-05	1.332e-05
0.04	0.12	1.005	1.005	3.925e-06	3.906e-06
0.08	0.12	1.01	1.01	7.85e-06	7.775e-06
0.12	0.12	1.015	1.015	1.178e-05	1.161e-05
0.16	0.12	1.019	1.019	1.57e-05	1.54e-05
0.2	0.12	1.024	1.024	1.963e-05	1.916e-05
0.24	0.12	1.029	1.029	2.355e-05	2.288e-05
0.28	0.12	1.034	1.034	2.748e-05	2.657e-05
0.32	0.12	1.039	1.039	3.14e-05	3.022e-05
0.36	0.12	1.044	1.044	3.533e-05	3.383e-05
0.4	0.12	1.049	1.049	3.925e-05	3.742e-05
0.44	0.12	1.054	1.054	4.318e-05	4.096e-05
0.48	0.12	1.059	1.059	4.71e-05	4.447e-05
0.52	0.12	1.064	1.064	5.102e-05	4.794e-05
0.56	0.12	1.07	1.07	5.494e-05	5.137e-05
0.6	0.12	1.075	1.075	5.884e-05	5.476e-05
0.64	0.12	1.08	1.08	6.274e-05	5.81e-05
0.68	0.12	1.085	1.085	6.661e-05	6.139e-05
0.72	0.12	1.09	1.09	7.047e-05	6.464e-05
0.76	0.12	1.096	1.095	7.429e-05	6.782e-05
0.8	0.12	1.101	1.101	7.808e-05	7.093e-05
0.84	0.12	1.106	1.106	8.181e-05	7.397e-05
0.88	0.12	1.111	1.111	8.548e-05	7.692e-05
0.92	0.12	1.117	1.117	8.908e-05	7.977e-05
0.96	0.12	1.122	1.122	9.259e-05	8.252e-05
1	0.12	1.128	1.127	9.599e-05	8.513e-05
1.04	0.12	1.133	1.133	9.925e-05	8.761e-05
1.08	0.12	1.138	1.138	0.0001024	8.992e-05
1.12	0.12	1.144	1.144	0.0001053	9.205e-05
1.16	0.12	1.149	1.149	0.000108	9.397e-05
1.2	0.12	1.155	1.155	0.0001105	9.566e-05
1.24	0.12	1.161	1.16	0.0001127	9.709e-05
1.28	0.12	1.166	1.166	0.0001145	9.822e-05
1.32	0.12	1.172	1.172	0.000116	9.902e-05
1.36	0.12	1.177	1.177	0.0001171	9.945e-05
1.4	0.12	1.183	1.183	0.0001177	9.948e-05
1.44	0.12	1.189	1.189	0.0001177	9.904e-05
1.48	0.12	1.194	1.194	0.0001172	9.81e-05
1.52	0.12	1.2	1.2	0.0001159	9.659e-05
1.56	0.12	1.206	1.206	0.0001139	9.446e-05
1.6	0.12	1.212	1.212	0.000111	9.164e-05
1.64	0.12	1.218	1.218	0.0001072	8.804e-05
1.68	0.12	1.223	1.223	0.0001023	8.36e-05
1.72	0.12	1.229	1.229	9.612e-05	7.82e-05
1.76	0.12	1.235	1.235	8.86e-05	7.173e-05
1.8	0.12	1.241	1.241	7.951e-05	6.406e-05
1.84	0.12	1.247	1.247	6.862e-05	5.503e-05
1.88	0.12	1.253	1.253	5.566e-05	4.442e-05
1.92	0.12	1.259	1.259	4.025e-05	3.197e-05
1.96	0.12	1.265	1.265	2.191e-05	1.732e-05
0.04	0.16	1.006	1.006	5.234e-06	5.2e-06
0.08	0.16	1.013	1.013	1.047e-05	1.033e-05
0.12	0.16	1.019	1.019	1.57e-05	1.54e-05
0.16	0.16	1.026	1.026	2.093e-05	2.04e-05
0.2	0.16	1.033	1.033	2.617e-05	2.534e-05
0.24	0.16	1.039	1.039	3.14e-05	3.022e-05
0.28	0.16	1.046	1.046	3.663e-05	3.503e-05
0.32	0.16	1.053	1.053	4.186e-05	3.977e-05
0.36	0.16	1.059	1.059	4.71e-05	4.446e-05
0.4	0.16	1.066	1.066	5.233e-05	4.908e-05
0.44	0.16	1.073	1.073	5.756e-05	5.365e-05
0.48	0.16	1.08	1.08	6.279e-05	5.814e-05
0.52	0.16	1.087	1.087	6.801e-05	6.258e-05
0.56	0.16	1.094	1.094	7.322e-05	6.694e-05
0.6	0.16	1.101	1.101	7.842e-05	7.124e-05
0.64	0.16	1.108	1.108	8.36e-05	7.546e-05
0.68	0.16	1.115	1.115	8.876e-05	7.961e-05
0.72	0.16	1.122	1.122	9.388e-05	8.367e-05
0.76	0.16	1.129	1.129	9.896e-05	8.763e-05
0.8	0.16	1.137	1.137	0.000104	9.149e-05
0.84	0.16	1.144	1.144	0.0001089	9.524e-05
0.88	0.16	1.151	1.151	0.0001138	9.887e-05
0.92	0.16	1.159	1.159	0.0001186	0.0001024
0.96	0.16	1.166	1.166	0.0001232	0.0001057
1	0.16	1.174	1.174	0.0001277	0.0001088
1.04	0.16	1.181	1.181	0.000132	0.0001118
1.08	0.16	1.189	1.189	0.0001361	0.0001145
1.12	0.16	1.196	1.196	0.00014	0.000117
1.16	0.16	1.204	1.204	0.0001435	0.0001192
1.2	0.16	1.212	1.212	0.0001467	0.0001211
1.24	0.16	1.22	1.219	0.0001496	0.0001227
1.28	0.16	1.227	1.227	0.000152	0.0001238
1.32	0.16	1.235	1.235	0.0001539	0.0001246
1.36	0.16	1.243	1.243	0.0001552	0.0001248
1.4	0.16	1.251	1.251	0.0001559	0.0001246
1.44	0.16	1.259	1.259	0.0001558	0.0001237
1.48	0.16	1.267	1.267	0.0001549	0.0001223
1.52	0.16	1.275	1.275	0.0001531	0.0001201
1.56	0.16	1.284	1.284	0.0001503	0.0001171
1.6	0.16	1.292	1.292	0.0001463	0.0001133
1.64	0.16	1.3	1.3	0.000141	0.0001085
1.68	0.16	1.309	1.308	0.0001343	0.0001026
1.72	0.16	1.317	1.317	0.0001259	9.563e-05
1.76	0.16	1.325	1.325	0.0001157	8.734e-05
1.8	0.16	1.334	1.334	0.0001035	7.762e-05
1.84	0.16	1.342	1.342	8.898e-05	6.629e-05
1.88	0.16	1.351	1.351	7.179e-05	5.314e-05
1.92	0.16	1.36	1.36	5.156e-05	3.792e-05
1.96	0.16	1.368	1.368	2.782e-05	2.033e-05
0.04	0.2	1.008	1.008	6.542e-06	6.49e-06
0.08	0.2	1.016	1.016	1.308e-05	1.288e-05
0.12	0.2	1.024	1.024	1.963e-05	1.916e-05
0.16	0.2	1.033	1.033	2.617e-05	2.534e-05
0.2	0.2	1.041	1.041	3.271e-05	3.142e-05
0.24	0.2	1.049	1.049	3.925e-05	3.741e-05
0.28	0.2	1.058	1.058	4.579e-05	4.329e-05
0.32	0.2	1.066	1.066	5.232e-05	4.908e-05
0.36	0.2	1.075	1.075	5.886e-05	5.477e-05
0.4	0.2	1.083	1.083	6.54e-05	6.037e-05
0.44	0.2	1.092	1.092	7.193e-05	6.587e-05
0.48	0.2	1.101	1.101	7.846e-05	7.128e-05
0.52	0.2	1.11	1.11	8.498e-05	7.659e-05
0.56	0.2	1.119	1.119	9.149e-05	8.18e-05
0.6	0.2	1.128	1.127	9.798e-05	8.69e-05
0.64	0.2	1.137	1.137	0.0001044	9.19e-05
0.68	0.2	1.146	1.146	0.0001109	9.678e-05
0.72	0.2	1.155	1.155	0.0001173	0.0001015
0.76	0.2	1.164	1.164	0.0001236	0.0001062
0.8	0.2	1.174	1.174	0.0001299	0.0001107
0.84	0.2	1.183	1.183	0.000136	0.000115
0.88	0.2	1.193	1.192	0.0001421	0.0001192
0.92	0.2	1.202	1.202	0.000148	0.0001232
0.96	0.2	1.212	1.212	0.0001538	0.0001269
1	0.2	1.222	1.221	0.0001594	0.0001305
1.04	0.2	1.231	1.231	0.0001647	0.0001338
1.08	0.2	1.241	1.241	0.0001698	0.0001368
1.12	0.2	1.251	1.251	0.0001745	0.0001395
1.16	0.2	1.261	1.261	0.0001789	0.0001419
1.2	0.2	1.271	1.271	0.0001829	0.0001439
1.24	0.2	1.282	1.281	0.0001863	0.0001454
1.28	0.2	1.292	1.292	0.0001892	0.0001465
1.32	0.2	1.302	1.302	0.0001915	0.0001471
1.36	0.2	1.313	1.313	0.000193	0.0001471
1.4	0.2	1.323	1.323	0.0001938	0.0001464
1.44	0.2	1.334	1.334	0.0001936	0.0001451
1.48	0.2	1.345	1.344	0.0001923	0.000143
1.52	0.2	1.355	1.355	0.0001899	0.0001401
1.56	0.2	1.366	1.366	0.0001862	0.0001363
1.6	0.2	1.377	1.377	0.000181	0.0001315
1.64	0.2	1.388	1.388	0.0001743	0.0001255
1.68	0.2	1.4	1.399	0.0001657	0.0001184
1.72	0.2	1.411	1.411	0.0001551	0.0001099
1.76	0.2	1.422	1.422	0.0001422	0.0001
1.8	0.2	1.433	1.433	0.0001269	8.852e-05
1.84	0.2	1.445	1.445	0.0001087	7.523e-05
1.88	0.2	1.457	1.456	8.735e-05	5.998e-05
1.92	0.2	1.468	1.468	6.244e-05	4.253e-05
1.96	0.2	1.48	1.48	3.349e-05	2.263e-05
0.04	0.24	1.01	1.01	7.851e-06	7.776e-06
0.08	0.24	1.019	1.019	1.57e-05	1.54e-05
0.12	0.24	1.029	1.029	2.355e-05	2.288e-05
0.16	0.24	1.039	1.039	3.14e-05	3.022e-05
0.2	0.24	1.049	1.049	3.925e-05	3.741e-05
0.24	0.24	1.059	1.059	4.709e-05	4.446e-05
0.28	0.24	1.07	1.07	5.494e-05	5.137e-05
0.32	0.24	1.08	1.08	6.278e-05	5.814e-05
0.36	0.24	1.09	1.09	7.063e-05	6.478e-05
0.4	0.24	1.101	1.101	7.847e-05	7.128e-05
0.44	0.24	1.111	1.111	8.63e-05	7.765e-05
0.48	0.24	1.122	1.122	9.413e-05	8.389e-05
0.52	0.24	1.133	1.133	0.000102	8.999e-05
0.56	0.24	1.144	1.144	0.0001098	9.595e-05
0.6	0.24	1.155	1.155	0.0001175	0.0001018
0.64	0.24	1.166	1.166	0.0001253	0.0001074
0.68	0.24	1.177	1.177	0.000133	0.000113
0.72	0.24	1.189	1.189	0.0001407	0.0001183
0.76	0.24	1.2	1.2	0.0001482	0.0001235
0.8	0.24	1.212	1.212	0.0001557	0.0001285
0.84	0.24	1.224	1.223	0.0001631	0.0001333
0.88	0.24	1.235	1.235	0.0001704	0.0001379
0.92	0.24	1.247	1.247	0.0001775	0.0001423
0.96	0.24	1.259	1.259	0.0001843	0.0001464
1	0.24	1.271	1.271	0.000191	0.0001502
1.04	0.24	1.284	1.284	0.0001974	0.0001538
1.08	0.24	1.296	1.296	0.0002034	0.000157
1.12	0.24	1.309	1.308	0.000209	0.0001598
1.16	0.24	1.321	1.321	0.0002142	0.0001622
1.2	0.24	1.334	1.334	0.0002189	0.0001641
1.24	0.24	1.347	1.347	0.000223	0.0001656
1.28	0.24	1.36	1.36	0.0002264	0.0001665
1.32	0.24	1.373	1.373	0.000229	0.0001668
1.36	0.24	1.386	1.386	0.0002307	0.0001665
1.4	0.24	1.4	1.399	0.0002315	0.0001654
1.44	0.24	1.413	1.413	0.0002311	0.0001636
1.48	0.24	1.427	1.426	0.0002295	0.0001609
1.52	0.24	1.44	1.44	0.0002264	0.0001572
1.56	0.24	1.454	1.454	0.0002218	0.0001526
1.6	0.24	1.468	1.468	0.0002155	0.0001468
1.64	0.24	1.483	1.482	0.0002072	0.0001398
1.68	0.24	1.497	1.497	0.0001967	0.0001314
1.72	0.24	1.511	1.511	0.0001839	0.0001217
1.76	0.24	1.526	1.526	0.0001683	0.0001103
1.8	0.24	1.54	1.54	0.0001498	9.727e-05
1.84	0.24	1.555	1.555	0.000128	8.233e-05
1.88	0.24	1.57	1.57	0.0001026	6.534e-05
1.92	0.24	1.585	1.585	7.309e-05	4.61e-05
1.96	0.24	1.601	1.601	3.905e-05	2.44e-05
0.04	0.28	1.011	1.011	9.161e-06	9.059e-06
0.08	0.28	1.023	1.023	1.832e-05	1.791e-05
0.12	0.28	1.034	1.034	2.748e-05	2.657e-05
0.16	0.28	1.046	1.046	3.663e-05	3.503e-05
0.2	0.28	1.058	1.058	4.579e-05	4.329e-05
0.24	0.28	1.07	1.07	5.494e-05	5.137e-05
0.28	0.28	1.082	1.082	6.409e-05	5.926e-05
0.32	0.28	1.094	1.094	7.324e-05	6.696e-05
0.36	0.28	1.106	1.106	8.239e-05	7.449e-05
0.4	0.28	1.119	1.119	9.153e-05	8.183e-05
0.44	0.28	1.131	1.131	0.0001007	8.9e-05
0.48	0.28	1.144	1.144	0.0001098	9.599e-05
0.52	0.28	1.157	1.157	0.0001189	0.0001028
0.56	0.28	1.17	1.17	0.000128	0.0001094
0.6	0.28	1.183	1.183	0.0001371	0.0001159
0.64	0.28	1.196	1.196	0.0001461	0.0001222
0.68	0.28	1.21	1.21	0.0001551	0.0001282
0.72	0.28	1.224	1.223	0.000164	0.0001341
0.76	0.28	1.237	1.237	0.0001729	0.0001397
0.8	0.28	1.251	1.251	0.0001816	0.0001452
0.84	0.28	1.265	1.265	0.0001902	0.0001503
0.88	0.28	1.28	1.279	0.0001987	0.0001553
0.92	0.28	1.294	1.294	0.0002069	0.0001599
0.96	0.28	1.309	1.308	0.0002149	0.0001643
1	0.28	1.323	1.323	0.0002226	0.0001683
1.04	0.28	1.338	1.338	0.00023	0.0001719
1.08	0.28	1.353	1.353	0.000237	0.0001752
1.12	0.28	1.369	1.368	0.0002436	0.000178
1.16	0.28	1.384	1.384	0.0002496	0.0001804
1.2	0.28	1.4	1.399	0.000255	0.0001822
1.24	0.28	1.415	1.415	0.0002597	0.0001835
1.28	0.28	1.431	1.431	0.0002635	0.0001842
1.32	0.28	1.447	1.447	0.0002665	0.0001842
1.36	0.28	1.464	1.463	0.0002684	0.0001834
1.4	0.28	1.48	1.48	0.0002692	0.0001819
1.44	0.28	1.497	1.497	0.0002686	0.0001795
1.48	0.28	1.514	1.513	0.0002666	0.0001761
1.52	0.28	1.531	1.531	0.0002629	0.0001718
1.56	0.28	1.548	1.548	0.0002574	0.0001663
1.6	0.28	1.565	1.565	0.0002498	0.0001596
1.64	0.28	1.583	1.583	0.00024	0.0001516
1.68	0.28	1.601	1.601	0.0002276	0.0001422
1.72	0.28	1.619	1.619	0.0002125	0.0001313
1.76	0.28	1.637	1.637	0.0001942	0.0001187
1.8	0.28	1.656	1.655	0.0001726	0.0001043
1.84	0.28	1.674	1.674	0.0001473	8.797e-05
1.88	0.28	1.693	1.693	0.0001177	6.955e-05
1.92	0.28	1.712	1.712	8.366e-05	4.887e-05
1.96	0.28	1.731	1.731	4.457e-05	2.575e-05
0.04	0.32	1.013	1.013	1.047e-05	1.034e-05
0.08	0.32	1.026	1.026	2.094e-05	2.041e-05
0.12	0.32	1.039	1.039	3.14e-05	3.022e-05
0.16	0.32	1.053	1.053	4.186e-05	3.977e-05
0.2	0.32	1.066	1.066	5.232e-05	4.908e-05
0.24	0.32	1.08	1.08	6.278e-05	5.814e-05
0.28	0.32	1.094	1.094	7.324e-05	6.696e-05
0.32	0.32	1.108	1.108	8.369e-05	7.555e-05
0.36	0.32	1.122	1.122	9.414e-05	8.39e-05
0.4	0.32	1.137	1.137	0.0001046	9.203e-05
0.44	0.32	1.151	1.151	0.000115	9.993e-05
0.48	0.32	1.166	1.166	0.0001255	0.0001076
0.52	0.32	1.181	1.181	0.0001359	0.0001151
0.56	0.32	1.196	1.196	0.0001463	0.0001223
0.6	0.32	1.212	1.212	0.0001566	0.0001293
0.64	0.32	1.227	1.227	0.000167	0.000136
0.68	0.32	1.243	1.243	0.0001772	0.0001426
0.72	0.32	1.259	1.259	0.0001874	0.0001489
0.76	0.32	1.276	1.275	0.0001975	0.0001549
0.8	0.32	1.292	1.292	0.0002075	0.0001606
0.84	0.32	1.309	1.308	0.0002173	0.0001661
0.88	0.32	1.325	1.325	0.000227	0.0001713
0.92	0.32	1.343	1.342	0.0002364	0.0001761
0.96	0.32	1.36	1.36	0.0002455	0.0001806
1	0.32	1.377	1.377	0.0002543	0.0001847
1.04	0.32	1.395	1.395	0.0002628	0.0001884
1.08	0.32	1.413	1.413	0.0002707	0.0001916
1.12	0.32	1.431	1.431	0.0002782	0.0001944
1.16	0.32	1.45	1.449	0.000285	0.0001966
1.2	0.32	1.468	1.468	0.0002911	0.0001983
1.24	0.32	1.487	1.487	0.0002964	0.0001993
1.28	0.32	1.507	1.506	0.0003008	0.0001997
1.32	0.32	1.526	1.526	0.0003041	0.0001993
1.36	0.32	1.546	1.545	0.0003062	0.0001982
1.4	0.32	1.565	1.565	0.000307	0.0001961
1.44	0.32	1.586	1.585	0.0003063	0.0001932
1.48	0.32	1.606	1.606	0.0003038	0.0001892
1.52	0.32	1.627	1.626	0.0002995	0.0001841
1.56	0.32	1.648	1.647	0.000293	0.0001779
1.6	0.32	1.669	1.669	0.0002842	0.0001703
1.64	0.32	1.69	1.69	0.0002728	0.0001614
1.68	0.32	1.712	1.712	0.0002586	0.000151
1.72	0.32	1.734	1.734	0.0002411	0.0001391
1.76	0.32	1.757	1.756	0.0002202	0.0001254
1.8	0.32	1.779	1.779	0.0001955	0.0001099
1.84	0.32	1.802	1.802	0.0001665	9.241e-05
1.88	0.32	1.825	1.825	0.0001329	7.283e-05
1.92	0.32	1.849	1.849	9.428e-05	5.1e-05
1.96	0.32	1.872	1.872	5.013e-05	2.678e-05
0.04	0.36	1.015	1.015	1.178e-05	1.161e-05
0.08	0.36	1.029	1.029	2.356e-05	2.289e-05
0.12	0.36	1.044	1.044	3.533e-05	3.383e-05
0.16	0.36	1.059	1.059	4.71e-05	4.446e-05
0.2	0.36	1.075	1.075	5.886e-05	5.477e-05
0.24	0.36	1.09	1.09	7.063e-05	6.478e-05
0.28	0.36	1.106	1.106	8.239e-05	7.449e-05
0.32	0.36	1.122	1.122	9.414e-05	8.39e-05
0.36	0.36	1.138	1.138	0.0001059	9.303e-05
0.4	0.36	1.155	1.155	0.0001177	0.0001019
0.44	0.36	1.172	1.172	0.0001294	0.0001104
0.48	0.36	1.189	1.189	0.0001411	0.0001187
0.52	0.36	1.206	1.206	0.0001528	0.0001268
0.56	0.36	1.224	1.223	0.0001645	0.0001345
0.6	0.36	1.241	1.241	0.0001762	0.000142
0.64	0.36	1.259	1.259	0.0001878	0.0001492
0.68	0.36	1.278	1.277	0.0001994	0.0001561
0.72	0.36	1.296	1.296	0.0002108	0.0001627
0.76	0.36	1.315	1.315	0.0002222	0.000169
0.8	0.36	1.334	1.334	0.0002334	0.000175
0.84	0.36	1.353	1.353	0.0002445	0.0001807
0.88	0.36	1.373	1.373	0.0002553	0.000186
0.92	0.36	1.393	1.393	0.0002659	0.0001909
0.96	0.36	1.413	1.413	0.0002762	0.0001955
1	0.36	1.434	1.433	0.0002861	0.0001996
1.04	0.36	1.454	1.454	0.0002956	0.0002033
1.08	0.36	1.476	1.475	0.0003045	0.0002064
1.12	0.36	1.497	1.497	0.0003129	0.0002091
1.16	0.36	1.519	1.518	0.0003206	0.0002111
1.2	0.36	1.541	1.54	0.0003274	0.0002126
1.24	0.36	1.563	1.563	0.0003334	0.0002133
1.28	0.36	1.586	1.585	0.0003382	0.0002134
1.32	0.36	1.609	1.608	0.0003419	0.0002126
1.36	0.36	1.632	1.632	0.0003442	0.000211
1.4	0.36	1.656	1.655	0.000345	0.0002084
1.44	0.36	1.68	1.679	0.0003441	0.0002049
1.48	0.36	1.704	1.704	0.0003413	0.0002003
1.52	0.36	1.729	1.728	0.0003363	0.0001946
1.56	0.36	1.754	1.753	0.0003289	0.0001876
1.6	0.36	1.779	1.779	0.0003189	0.0001793
1.64	0.36	1.805	1.805	0.0003059	0.0001695
1.68	0.36	1.831	1.831	0.0002898	0.0001583
1.72	0.36	1.858	1.857	0.0002701	0.0001454
1.76	0.36	1.885	1.884	0.0002464	0.0001308
1.8	0.36	1.912	1.912	0.0002185	0.0001143
1.84	0.36	1.94	1.939	0.000186	9.588e-05
1.88	0.36	1.968	1.968	0.0001483	7.536e-05
1.92	0.36	1.996	1.996	0.000105	5.263e-05
1.96	0.36	2.025	2.025	5.578e-05	2.755e-05
0.04	0.4	1.016	1.016	1.309e-05	1.288e-05
0.08	0.4	1.033	1.033	2.618e-05	2.535e-05
0.12	0.4	1.049	1.049	3.925e-05	3.742e-05
0.16	0.4	1.066	1.066	5.233e-05	4.908e-05
0.2	0.4	1.083	1.083	6.54e-05	6.037e-05
0.24	0.4	1.101	1.101	7.847e-05	7.128e-05
0.28	0.4	1.119	1.119	9.153e-05	8.183e-05
0.32	0.4	1.137	1.137	0.0001046	9.203e-05
0.36	0.4	1.155	1.155	0.0001177	0.0001019
0.4	0.4	1.174	1.174	0.0001307	0.0001114
0.44	0.4	1.193	1.192	0.0001438	0.0001206
0.48	0.4	1.212	1.212	0.0001568	0.0001294
0.52	0.4	1.231	1.231	0.0001698	0.0001379
0.56	0.4	1.251	1.251	0.0001828	0.0001461
0.6	0.4	1.271	1.271	0.0001958	0.000154
0.64	0.4	1.292	1.292	0.0002087	0.0001616
0.68	0.4	1.313	1.313	0.0002215	0.0001688
0.72	0.4	1.334	1.334	0.0002343	0.0001757
0.76	0.4	1.356	1.355	0.0002469	0.0001822
0.8	0.4	1.377	1.377	0.0002594	0.0001884
0.84	0.4	1.4	1.399	0.0002717	0.0001942
0.88	0.4	1.422	1.422	0.0002838	0.0001996
0.92	0.4	1.445	1.445	0.0002955	0.0002045
0.96	0.4	1.468	1.468	0.000307	0.0002091
1	0.4	1.492	1.492	0.000318	0.0002132
1.04	0.4	1.516	1.516	0.0003285	0.0002167
1.08	0.4	1.541	1.54	0.0003385	0.0002198
1.12	0.4	1.566	1.565	0.0003478	0.0002222
1.16	0.4	1.591	1.59	0.0003563	0.0002241
1.2	0.4	1.616	1.616	0.000364	0.0002252
1.24	0.4	1.643	1.642	0.0003706	0.0002257
1.28	0.4	1.669	1.669	0.000376	0.0002253
1.32	0.4	1.696	1.696	0.00038	0.0002241
1.36	0.4	1.723	1.723	0.0003826	0.0002221
1.4	0.4	1.751	1.751	0.0003834	0.000219
1.44	0.4	1.779	1.779	0.0003823	0.0002149
1.48	0.4	1.808	1.808	0.0003791	0.0002097
1.52	0.4	1.837	1.837	0.0003735	0.0002033
1.56	0.4	1.867	1.866	0.0003652	0.0001957
1.6	0.4	1.897	1.896	0.000354	0.0001867
1.64	0.4	1.927	1.927	0.0003395	0.0001762
1.68	0.4	1.958	1.958	0.0003214	0.0001641
